ID_district,ID_subd,x,y
42,330,2130.816977035487,274.31890117004514
8,8,2338.9953102534637,150.5592475645244
51,92,2768.771638245089,92.27590700611472
10,10,2172.454470211873,222.42281818762422
20,209,2131.7597175340634,153.23021160438657
32,44,2606.117112257285,176.03915007784963
51,77,2743.0586418465246,108.47329311072826
50,76,2161.1980293877423,381.58181216567755
53,82,2450.59813293186,286.19552087038755
7,220,2243.982313629007,245.2303372323513
29,33,2221.5721281019505,364.8703431710601
35,345,2161.5223810281605,118.66634376347065
18,255,2544.403883707244,34.10133654251695
2,108,2686.288999919314,9.219050221145153
14,268,2726.3347435549367,176.6949513927102
29,234,2238.776776174782,388.6758444830775
34,312,2374.618829254294,112.5580015592277
54,237,2792.989841300994,141.38035234063864
61,101,2456.639819089556,88.06845592334867
14,235,2690.877581801964,186.270222812891
53,305,2454.336606935598,249.39106591045856
13,23,2716.725353769958,259.6175433136523
29,122,2266.605391667923,385.6175446882844
34,227,2326.2531682513654,96.6183022595942
62,120,2530.025739541976,140.83923557773232
61,277,2468.466410118621,44.954445771873
65,153,2690.086088777287,384.9922141060233
27,148,2147.8540503010154,214.65319748967886
24,27,2583.2799349576235,319.05878549441695
1,199,2509.6050638977904,91.26458261162043
59,135,2553.8527833125554,352.0544392056763
33,212,2153.1380858102348,265.88555481284857
69,232,2393.4573117310647,140.40102967992425
60,164,2403.235690409085,243.81411476060748
62,152,2470.7503883508034,151.58208832144737
38,119,2614.3019812095445,273.2226035557687
15,17,2505.2584237915,235.05003154277802
52,151,2467.571304656798,199.01995602995157
21,334,2220.686222265009,206.33294833824039
40,55,2298.0526043213904,109.47559950873256
32,243,2645.8159135712776,201.07505340129137
2,179,2698.4308805968612,56.312168296426535
44,60,2225.130018645432,81.97474600747228
27,148,2147.8484601122327,188.80860302597284
27,148,2128.7904274323955,194.61706448346376
26,278,2603.0633902328555,381.3193558715284
65,153,2668.7899472310673,357.1663971990347
37,51,2484.5777041695546,348.12668235972524
31,191,2680.163568712771,88.33431666716933
46,154,2192.577527116053,51.86708513647318
30,252,2311.1616136359517,336.39910370111465
54,84,2786.837631692877,204.05571907758713
14,39,2720.6775633478537,200.77587505802512
4,124,2248.926450138213,23.050719499588013
32,287,2673.0898292467464,190.11690011247993
29,33,2205.3444278812967,391.77086604759097
42,303,2106.682631167816,222.61657072231174
21,334,2201.668102171272,179.93491189554334
21,334,2196.5506843314506,198.48750699311495
20,209,2131.516114481259,153.62552218139172
14,94,2703.5740549983457,204.59741363301873
24,27,2590.0731539551634,340.4849588871002
8,290,2279.0491365697235,187.94209454208612
69,310,2370.330241691787,159.42066637799144
30,203,2303.869880042039,366.4781490340829
6,175,2558.8033598496113,24.54639608040452
52,151,2469.857345608296,180.95580423250794
29,33,2212.7962134238333,365.55237267166376
7,326,2277.005526935449,200.1344266347587
11,11,2778.4406214819755,11.87996817752719
41,324,2590.3816381143406,222.14791681617498
49,75,2753.6711302273907,334.68263652175665
7,7,2305.3005303007085,241.84215292334557
32,44,2624.6787463061046,180.57374274358153
28,269,2608.0978960823268,23.20759417489171
21,70,2250.183956215158,203.66953052580357
69,232,2393.06840604404,135.14766339212656
59,166,2529.195711067412,370.5738862045109
37,149,2458.798794659553,330.29119400307536
7,284,2263.117009957088,260.63025491312146
67,328,2105.6348560787737,48.699429631233215
62,242,2488.0217766235583,105.39885964244604
33,45,2198.59477769793,272.91425662115216
35,345,2154.4771665951703,134.40847834572196
1,1,2530.3993478030898,114.81867553666234
25,43,2617.86972259311,126.4475790783763
7,284,2264.8181389651727,265.5475189909339
3,177,2390.1881271859165,44.23273429274559
68,327,2618.671373832738,347.1238985657692
40,239,2281.294151770184,80.73326544836164
46,67,2184.268751724623,95.53399980068207
28,241,2566.0205457606353,2.8636126779019833
30,203,2287.4265106092207,367.1604720875621
67,328,2106.30934028537,43.42340584844351
15,106,2492.0592932954896,277.269131783396
64,228,2405.7757480479777,55.792790558189154
44,302,2246.1117116692476,137.73547625169158
12,344,2431.7637326514814,194.14869034662843
60,116,2396.071169672068,250.86434399709105
43,58,2404.1066407242324,235.81101028248668
46,67,2193.7222890600096,66.81849369779229
6,217,2506.539337957045,73.78476737067103
63,340,2788.2325002900325,266.76832642406225
36,192,2413.0713418184314,328.93677446991205
67,181,2150.4017289003823,27.18331776559353
27,34,2147.060618797783,162.59176023304462
10,10,2165.5350395443384,225.51130671054125
3,3,2334.757479397813,65.27463225647807
43,58,2373.5336920644622,224.28364036604762
13,72,2742.2784245582297,280.2056890912354
53,304,2464.569784888532,277.66079688444734
13,159,2707.901963309152,223.92738908529282
27,34,2181.1682390165515,153.6583922803402
13,15,2739.4798304499127,264.73573613911867
44,302,2254.6410729798954,145.7489944063127
25,28,2632.9597566307057,151.6473025083542
44,302,2268.0739819889423,146.21068313717842
63,189,2734.833474839106,297.998642642051
62,120,2512.203783182893,113.14218249171972
42,57,2153.4184183040634,244.1987588070333
56,205,2676.388629884692,257.0956487208605
27,40,2177.797566712601,161.918852198869
60,164,2416.1596181024797,264.12620283663273
34,227,2349.940730147995,108.14978340640664
4,124,2246.4420665586367,13.725309073925018
44,60,2239.4851227651816,70.3207385726273
9,285,2323.667178803589,307.97002632170916
42,303,2105.5923613824416,234.95802553370595
67,181,2143.8975589347538,13.484110590070486
56,264,2695.0880349960644,298.1518605723977
20,209,2130.470412438037,148.13723284751177
24,323,2559.6834416992497,297.01478369534016
66,174,2645.6000860731583,288.56989834457636
32,243,2668.52986307675,207.01591204851866
8,36,2329.850006820867,179.9699173308909
51,92,2781.85037137731,94.20219352468848
65,137,2724.8462642244995,394.4215036928654
43,58,2407.096240317682,209.40624047070742
38,288,2640.2958164233714,242.77416318655014
1,199,2527.2300670277327,88.57639003545046
3,3,2334.908006920712,64.89360900595784
10,211,2191.628660418559,223.34172455593944
52,151,2470.040744815953,181.36189440265298
7,220,2252.18051474425,225.30088033527136
12,338,2431.4674027883448,205.11314338073134
26,278,2581.092655244982,371.8505036085844
51,77,2739.890976362396,89.58811471238732
63,180,2760.646376620978,234.55421049147844
36,49,2389.9197858616244,306.6124439239502
49,75,2761.6210803946014,307.69533971324563
13,162,2701.263262544526,276.6665787436068
26,274,2632.153605778003,392.2836646437645
68,261,2650.806138884509,346.56454008072615
15,114,2514.0574516074266,206.4606216736138
30,313,2296.1022923982237,287.94610062614083
30,203,2280.672157509718,370.34281957894564
15,251,2544.040726191597,227.12333295494318
29,32,2251.8225145109463,382.6070708222687
3,3,2366.199998654891,61.693575885146856
25,28,2669.191010118462,129.05812934041023
50,76,2147.0693526004907,356.1219063587487
60,216,2338.8130848789588,273.3832092024386
5,206,2600.4841673886403,290.3043983504176
64,134,2404.9185995904263,82.53122307360172
52,249,2493.6436843948904,186.22490093111992
23,88,2549.551365390653,180.45641062781215
65,320,2714.4684606688097,380.4081177338958
59,99,2535.866125173401,340.02471761777997
54,84,2783.136755847372,188.5290871374309
12,13,2459.816046052845,217.88534494116902
29,33,2214.787487525493,357.2524005547166
6,217,2504.8114576544613,73.87427445501089
35,345,2161.191038182704,116.90978780388832
62,152,2459.700091345003,140.43720616027713
18,20,2555.9323474159464,81.13975767046213
3,102,2412.410032779677,49.47694931179285
62,120,2521.1125055858865,135.81763869151473
43,161,2352.9897784609348,224.8810388147831
46,329,2231.3534057848155,65.70240147411823
54,233,2748.7149139666,156.54989331960678
64,318,2398.9190791330766,102.19963686540723
57,229,2614.09551743092,92.88952182978392
31,200,2684.523956462508,68.86232858523726
25,28,2669.2923086117953,130.98362889140844
37,87,2512.0975686279126,311.25952238216996
32,287,2662.8771510191727,162.23560078069568
27,40,2182.167956166202,169.72198328003287
64,228,2400.7261753440835,59.585491847246885
35,95,2171.713459434919,122.54408299922943
6,339,2513.36520742625,17.305167391896248
21,24,2252.090554107679,158.82641561329365
42,57,2131.249569646083,225.101999938488
43,343,2341.322141059907,219.3671427667141
14,235,2699.199979466619,171.26826774328947
35,95,2177.9314366152976,104.74237827584147
58,113,2234.513368825894,282.66125712543726
42,57,2155.5306559524033,247.88438193500042
31,200,2668.001931979554,55.03009995445609
58,97,2239.3256602340844,321.78003787994385
20,176,2121.259684950812,99.62406875565648
30,37,2265.8972693562973,356.3368761911988
70,263,2572.752382077975,104.24957517534494
20,319,2115.426879296545,79.56836959347129
46,154,2168.0374381954316,51.97207536548376
35,300,2188.0779217863455,111.15903249010444
15,251,2538.1015535050537,216.73876168206334
51,350,2778.9773241381627,39.60661953315139
63,340,2775.1699070006143,277.5302683003247
28,269,2597.7736625606194,23.18058107048273
27,148,2143.1798289399594,192.63264974579215
23,88,2549.654379535932,179.42908452823758
33,111,2153.6066307923757,338.4072743356228
49,117,2719.6080577431712,310.9554361552
15,214,2516.0366525729187,261.24191489070654
37,51,2503.0719977903645,350.931990891695
13,146,2717.0976884826086,285.4374042712152
24,323,2563.4103114546742,299.78357339277864
64,156,2420.290972368093,107.81291453167796
70,316,2580.499431433389,145.94057500362396
17,19,2401.442097393796,3.881608974188566
30,313,2291.544609192526,306.80405711755157
5,5,2593.8802330610342,233.10667984187603
45,218,2201.257059523836,361.9300076738
36,192,2413.772468245821,315.7965877093375
28,269,2599.107252226677,10.201536491513252
29,33,2234.681406066986,390.36628790199757
17,19,2420.935121014947,1.4616075903177261
3,102,2402.814649446169,23.516731802374125
69,325,2373.389976807637,172.9429722763598
51,77,2752.178395570256,112.35243352130055
3,133,2375.4599634006154,73.1723285280168
27,34,2166.0445266973693,142.4681824631989
42,303,2128.983756381087,229.25817891955376
42,330,2124.577393096173,275.46283286064863
12,195,2448.702517922502,157.4632989242673
16,244,2361.356496354332,373.9109384827316
63,340,2784.685965513345,294.4411442615092
4,4,2212.2372329472564,25.62685376033187
11,63,2726.0971716649365,22.045356780290604
18,255,2549.9994185536634,53.480263613164425
67,301,2100.488900297787,4.935283027589321
64,134,2397.929082935443,86.36807408183813
70,247,2588.6122394541744,170.39080513641238
13,23,2719.7482819959987,271.4065073989332
4,4,2209.946080214577,4.76388493552804
56,205,2693.639503103681,238.93545912578702
7,284,2292.9146801407915,267.8911169990897
6,6,2525.8985028087627,53.70633387938142
20,170,2113.7209228088614,120.33160803839564
42,83,2145.9486178513616,224.51741378754377
23,26,2533.6683884225786,155.08480574935675
31,191,2680.9678495000117,83.9071904309094
6,175,2537.158716034144,6.800252664834261
36,68,2404.00784140639,269.49867820367217
3,81,2376.4980457741767,8.73121377080679
33,111,2146.491974003613,338.5001146234572
24,27,2593.07420531963,329.3348589912057
64,147,2384.9352214091923,68.5458985157311
41,324,2587.30509967776,223.07876758277416
22,309,2435.710473215673,358.2160114310682
25,28,2635.2665412712377,149.3017828091979
30,252,2311.85780980275,331.80288253352046
23,88,2546.8054012816865,173.86698834598064
35,48,2198.066210229881,154.16947295889258
35,280,2231.209835260408,111.16882218047976
38,169,2622.8825447189156,197.79077349230647
63,340,2789.221163723152,279.18409118428826
7,220,2269.828063054243,247.32949025928974
34,312,2374.672041248996,114.21679817140102
10,10,2188.617875193944,223.3287289738655
25,28,2651.242239441024,123.96264467388391
12,338,2436.6391803170554,206.13858988508582
49,132,2716.3883561950643,353.2972587272525
18,20,2563.8633360229433,73.13123494386673
8,14,2297.8790879014414,160.38692016154528
10,211,2211.643093949184,229.20033754780889
5,126,2556.5521682698745,247.33125884085894
48,73,2124.3774448579643,319.45541175082326
14,94,2683.219233733602,212.67792582511902
42,303,2105.7414348043967,229.18262630701065
27,148,2134.624032099964,221.79435677826405
21,140,2218.0086917413864,174.59467202425003
28,31,2578.095323681133,14.467708207666874
5,126,2544.3677745019086,240.45806555077434
68,219,2674.6242100519594,332.7888511121273
3,3,2336.895584779093,36.155179142951965
19,110,2301.5969142203685,17.742539010941982
6,175,2542.093506733887,8.454294688999653
10,211,2185.2429014167283,241.433743853122
11,63,2754.3198386714794,35.372368060052395
63,333,2775.5980766401626,215.39425561204553
17,224,2461.0122880430426,22.46287576854229
21,24,2253.1757174364757,158.0945043824613
42,193,2136.522641957039,264.26812820136547
40,259,2277.0485768427607,97.66120491549373
49,132,2726.0280637911055,331.73261592164636
65,320,2713.231896743411,386.97545547038317
50,89,2104.8339143022895,359.73462415859103
27,148,2149.0591148373205,210.68738158792257
19,110,2311.9038839237764,41.68545724824071
10,211,2192.2395765983965,240.80569641664624
3,177,2393.4103172603063,26.837570685893297
9,127,2334.1199455226306,342.453907802701
3,3,2325.140201776754,60.577383171766996
22,96,2405.383472854737,393.1240859441459
54,237,2787.0502444209997,161.41618341207504
52,151,2474.3956854958087,182.89801748469472
15,114,2515.375889870804,207.4378650635481
20,22,2133.860377073055,88.05199135094881
12,13,2422.3312237907667,238.49226059392095
6,74,2539.874011553591,20.892599504441023
49,132,2721.3059774672147,353.0937684699893
32,286,2641.1622977822553,159.29966000840068
9,127,2330.415412480943,351.4329451136291
41,56,2578.1176360307727,187.36504688858986
62,242,2497.2224961142056,93.7733706086874
8,8,2316.426079289289,151.63436997681856
12,195,2441.8002487763297,178.1006163917482
6,6,2512.9407166040037,26.825472060590982
2,2,2732.2341393521056,70.14782270416617
59,99,2534.554062558571,365.68745113909245
47,262,2739.1124661744107,383.32673655822873
66,174,2658.630869694287,305.493775382638
64,134,2396.702685453929,90.8637423068285
67,221,2137.1254452152643,13.363812398165464
43,240,2357.1649519584607,202.70111318677664
7,326,2284.615678463364,191.55058432370424
4,109,2178.4410354236607,10.623127222061157
21,334,2188.4054381777532,209.17587894946337
21,334,2202.6421590861864,197.97588288784027
5,292,2575.3690709334332,267.73891411721706
24,139,2553.111027575098,308.18254919722676
27,105,2106.2438187743537,186.33202193304896
42,303,2112.2663758888375,213.77741554751992
66,254,2622.509890691377,297.2205021418631
30,207,2281.9838927420788,322.55171686410904
37,51,2514.7165062411223,346.39226933941245
8,14,2273.1861507373396,157.1020746603608
4,109,2169.8891510381363,17.157489340752363
29,33,2213.976992602693,369.07202787697315
7,220,2234.4248987557366,232.6118885539472
49,226,2739.5943215370644,362.54871375858784
35,48,2210.0145471997093,144.00842059403658
33,144,2156.036174823297,302.2982722148299
64,318,2405.1169423798565,104.6958439052105
58,113,2254.4092005137354,263.30478340387344
2,2,2751.177189306356,42.17774560675025
33,212,2166.32524401485,282.3735331185162
3,81,2369.703469970729,17.580073606222868
5,126,2550.844316710951,246.4338111691177
33,45,2184.8862303982023,267.5568168051541
30,207,2286.9321001530625,319.77652329951525
7,204,2297.3362869601697,236.44650671631098
3,177,2375.29601077619,38.18884463980794
61,281,2463.6610515061766,117.41535495966673
20,319,2115.230867070146,71.40816897153854
7,220,2239.6533720223233,231.15830831229687
30,207,2293.1230685217306,330.071191303432
46,329,2217.520675973268,47.31674827635288
2,171,2702.7963840002194,15.542983449995518
43,66,2392.637774823932,192.56956754252315
17,19,2434.884916924406,0.37726759910583496
58,97,2257.3669880186208,329.4260963797569
46,67,2171.434157009935,72.8768645785749
51,77,2734.814278834965,98.83486432954669
24,27,2598.3542020360474,326.55648551881313
49,117,2700.277138624806,325.4823502153158
2,107,2724.7592513209675,71.47825909778476
38,288,2610.7188747937325,237.8430754877627
19,225,2263.7935010553338,30.97217846661806
31,200,2672.2268321150914,72.2704665735364
61,101,2441.5855822032318,94.45016849786043
14,94,2680.521921660751,206.01051189005375
21,24,2248.8554237934295,166.37388011440635
15,106,2499.9499864289537,284.76398196071386
6,6,2527.461413971614,43.012302462011576
45,272,2186.8251487982925,375.63366470858455
37,125,2478.473598647397,279.0944950655103
4,336,2206.381928259507,3.232880961149931
65,153,2689.071624572156,360.9596036374569
17,19,2443.6223147080746,11.70228635892272
3,133,2370.2665979911108,79.72131241112947
57,158,2631.9592385315336,26.478440780192614
58,113,2227.1018155070487,273.44520427286625
42,303,2100.9476981889457,229.59744771942496
13,15,2724.183544811094,268.19383073598146
27,148,2136.159930417314,211.4943497814238
2,2,2752.964487832971,52.42920834571123
64,147,2374.4155374874827,81.06098407879472
2,179,2698.832125650253,56.79337391629815
37,125,2459.19418103504,289.8040933534503
37,125,2460.525111303432,298.6626422032714
63,180,2741.0335781306494,229.8012664541602
51,79,2763.9308206744026,76.69702367857099
58,113,2224.6703704311512,268.0346074514091
60,222,2353.2784000723623,297.0402049832046
19,104,2283.426434454974,11.16551784798503
2,107,2730.686933028046,39.45462154224515
1,202,2530.80239257263,107.37638361752033
62,152,2475.478810469387,127.27758074179292
7,284,2268.537479246501,265.8826505765319
49,75,2749.7671191261616,324.60285229608417
9,285,2331.571165536996,326.45286908373237
25,250,2634.4974346566014,132.02600488439202
20,260,2136.7133029564284,105.71571215987206
33,111,2153.8300687631126,324.58343794569373
8,8,2319.639473601943,159.31787583976984
65,153,2693.0994888665155,382.1171429939568
5,5,2602.0529988657217,225.3437622450292
30,203,2303.067992422264,373.6179488711059
59,135,2543.812102056574,336.26798493787646
37,87,2492.8515027214307,320.74180310592055
27,148,2148.6429883225355,172.77309810742736
28,269,2616.884974034736,5.339336674660444
31,271,2661.6613196495455,87.01467495411634
31,42,2690.7714425981976,130.2034767344594
18,255,2540.730263702804,45.55760081857443
27,105,2106.963252481073,164.70332453027368
28,269,2613.947449875064,22.5254382006824
43,240,2342.072911029216,205.23728476837277
19,110,2329.043832572177,23.032799921929836
17,138,2424.1119286827743,29.898580256849527
47,262,2746.733003584435,370.4698072746396
13,23,2722.950002033729,257.22852163016796
3,81,2379.971094884444,4.744120314717293
37,149,2465.434284849325,336.0157139599323
45,218,2184.261892505223,360.5608937330544
46,67,2185.4203648203984,76.2134880758822
65,153,2650.2954080330674,378.5039581358433
18,298,2559.5515980503988,68.60181484371424
38,288,2617.2942923172377,229.401736240834
26,295,2567.131592473481,360.5212069116533
56,264,2700.7959723940585,314.7560713812709
2,179,2714.6998853841797,74.81667501851916
61,277,2472.7379479764495,43.00209265202284
30,203,2300.2247997536324,365.05872271955013
30,37,2260.018163527362,349.20945009216666
44,342,2260.4165394259617,63.84477289393544
59,112,2494.8608845104463,371.63330251351
8,41,2265.73164190189,173.86361118406057
57,93,2635.2952842903323,93.60614866018295
29,155,2268.3084184939507,389.10030936822295
49,132,2711.7356068643276,331.68673533946276
28,241,2583.8012848442886,0.03892537206411362
68,219,2675.867848278489,323.5058152116835
2,107,2721.4023971711285,48.593697883188725
57,158,2657.2754656097386,38.09545189142227
58,131,2232.6119940471835,300.0784928910434
26,274,2635.7362717038486,396.31908908486366
39,279,2434.2114773083013,391.37078365311027
19,104,2271.197779190261,3.166420105844736
68,327,2631.6827371709514,343.51167334243655
14,94,2712.607681154972,191.33045254275203
36,192,2401.7989042703994,322.12588991969824
38,53,2637.508205359569,264.41590525209904
6,339,2515.5537710138597,11.044005956500769
3,133,2366.0036593687255,83.94401809200644
33,61,2200.924234179547,297.28953735902905
19,110,2293.2922442599665,31.912678200751543
12,338,2440.6736558333505,207.1199368685484
38,169,2632.8646240287926,211.35641187429428
13,23,2720.0718025141396,258.91478452831507
24,332,2600.6360360663384,299.2012386210263
22,96,2398.2605532486923,394.6981935761869
34,227,2353.959900009446,95.84785271435976
54,84,2777.301576226484,192.3690827563405
34,46,2347.121787823504,137.10222551599145
33,144,2170.6111084457953,298.435128480196
62,120,2521.9559927231167,145.40654653683305
26,278,2562.0213083121926,393.96490110084414
49,75,2755.484637745656,327.5076708756387
27,105,2132.8466731568333,174.96503563597798
15,114,2519.8212908932474,215.70191802456975
26,274,2629.1501067092177,379.0061028674245
61,281,2468.7709839208983,112.5595991499722
53,305,2444.359906605212,268.44295719638467
7,204,2301.28026792733,229.19241907075047
3,81,2336.8132504276,0.9430365636944771
29,234,2248.8104963984806,366.06951151043177
64,156,2419.089072905481,128.16077088937163
51,79,2767.423779608449,63.591049052774906
36,231,2413.0357865332626,303.726795129478
20,170,2100.702842079336,122.69396679475904
70,349,2594.3393910890445,92.87423463538289
28,241,2558.0898329035845,0.7339177653193474
9,127,2344.552952152211,337.8531618975103
24,323,2578.690552609507,298.58802827075124
30,252,2311.902774469927,326.6226937994361
7,204,2321.5332579156384,216.31222823634744
44,60,2230.7594034515787,74.74439395591617
26,278,2587.078285746742,384.99166686087847
18,20,2559.8645551996306,81.47638151422143
42,330,2116.33785433718,285.5514733120799
33,111,2172.801183736883,325.72570629417896
22,150,2419.7655423826072,368.06996390223503
64,307,2420.609210072318,75.22059632465243
45,272,2182.144380433252,385.2512520737946
20,22,2140.606746977661,77.07381695508957
24,332,2590.9519622563384,291.15504939109087
68,219,2670.6992858424783,338.1216749548912
5,292,2577.392616814468,254.61305119097233
44,60,2248.584267367143,82.17859817668796
67,328,2117.715054768836,49.15096452459693
31,200,2664.1487082419917,71.58925598487258
11,63,2766.9900594726205,5.386351142078638
37,51,2481.4094576581847,344.6651505306363
18,255,2548.454136670567,58.07997062802315
53,304,2467.2138748015277,267.28669852018356
9,294,2374.461282128468,343.48939191550016
15,17,2516.142785968026,236.92705854773521
22,150,2439.2582587902434,371.46074613556266
5,5,2564.826668055961,231.44309734925628
6,217,2511.691379276337,64.35203598812222
44,182,2235.7107599624433,102.28196224197745
33,45,2176.6612160294317,270.83559604361653
47,262,2756.1003315474372,365.24319080635905
36,231,2413.1275388184004,300.3246950916946
30,313,2283.9895863553975,298.7748728133738
21,24,2238.5301437450107,176.11008221283555
38,169,2616.3918027591426,207.07171419635415
67,221,2129.224938029889,21.745728515088558
51,79,2775.1556351257022,61.991547141224146
18,253,2578.1118359235115,59.949950128793716
41,324,2564.3474282033276,208.77378024160862
49,226,2755.7252764462028,351.28588769584894
56,205,2679.8338368020486,226.47635443136096
7,204,2300.227086751722,207.8234264627099
37,125,2474.7727016648278,295.5253545194864
65,153,2696.3225021569524,386.35394433513284
56,86,2664.7055611358956,262.18388648703694
50,76,2141.0682752612047,356.6536717116833
40,256,2316.8206811731216,125.51204822957516
14,94,2701.5400465931743,214.7355206310749
11,63,2742.3653170934413,6.672887597233057
23,163,2556.3762938571163,152.25880751386285
4,4,2208.8974543183576,9.28111094981432
43,141,2374.678795751184,210.09048484265804
53,304,2475.0799526134506,268.09125654399395
9,127,2334.3751636343077,360.00153636559844
14,268,2719.496344324434,171.5807082131505
5,80,2571.5744927069172,246.82684363797307
35,280,2211.090250643436,87.50504469498992
47,69,2775.1630671434104,381.68285619467497
4,196,2225.3443279860076,37.25077910348773
19,110,2320.074387739878,49.81864811852574
54,237,2789.4514112169854,130.76110919937491
44,342,2267.8151379833,96.05660568922758
35,345,2164.1578479870223,114.38402887433767
66,198,2630.971287143184,316.67519714683294
58,97,2242.17433079076,333.7789373472333
63,189,2735.4840202715714,296.92206494510174
69,232,2387.490181969246,153.16235991194844
64,318,2393.3906063830946,111.59469857811928
69,266,2368.1697211798746,150.64880102872849
43,58,2378.401802103035,217.45870867744088
69,310,2398.856169905048,165.94572803005576
40,256,2320.941636003088,118.35480974987149
49,75,2749.1235442457255,327.77339527383447
27,40,2164.68092401349,176.65279489010572
35,300,2207.605797360884,127.12715500965714
7,7,2307.5027063190937,262.058153282851
20,176,2115.9665250065736,91.19830122217536
57,129,2650.0881718641613,64.38333466649055
37,149,2432.192679683212,336.91085930913687
30,203,2300.3336433721706,363.7190666049719
36,71,2395.082440407481,325.2745711244643
70,257,2589.555567272706,141.25713286921382
7,220,2246.2862358915154,219.35082394629717
3,3,2371.8036335147917,52.67073316499591
32,287,2680.4084506386425,166.53085378929973
50,76,2121.191163106123,373.506423458457
58,145,2239.5539345587604,310.75590131804347
33,61,2180.11710394104,311.05384388938546
12,344,2420.8270218728576,201.76558485254645
22,150,2440.4228372967336,367.0572073198855
68,223,2641.9020130669232,349.9626537784934
63,180,2733.981594512472,225.85255485028028
12,186,2414.091845253948,168.09478709474206
60,100,2374.4477939384524,261.72004295513034
52,151,2473.1094352703076,201.53830256313086
57,229,2611.5872287997045,98.4510738402605
51,92,2763.1805589627475,87.28318503126502
46,67,2174.5853233211674,85.8685202896595
37,51,2493.306280213874,343.18077471107244
29,155,2287.401899966877,387.16163486242294
63,184,2765.245606259443,266.74039540812373
30,313,2308.2945430227555,306.19203681126237
13,162,2696.671802794095,266.20126627385616
60,164,2405.1271231840365,239.33209758251905
8,36,2332.653152658837,194.30117513984442
32,331,2635.2539677836467,195.5548039637506
28,269,2585.686066704802,34.042842872440815
54,168,2752.6285550175235,136.81678920984268
8,36,2310.5661160571035,191.00305205211043
3,3,2359.4462686954066,36.964327935129404
26,278,2568.6358190781903,396.6639729216695
49,75,2745.9764107572846,313.5025015100837
65,153,2661.256493557943,387.8216855227947
